Journal title,Year,Source ID,Publications
travail humain,2001,15355,16
travail humain,2002,15355,15
travail humain,2003,15355,17
travail humain,2004,15355,18
travail humain,2005,15355,16
travail humain,2006,15355,16
travail humain,2007,15355,17
travail humain,2008,15355,15
travail humain,2009,15355,20
travail humain,2010,15355,19
travail humain,2011,15355,17
travail humain,2012,15355,18
travail humain,2013,15355,14
travail humain,2014,15355,13
travail humain,2015,15355,18
travail humain,2016,15355,6
travail humain,2017,15355,18
travail humain,2018,15355,13
travail humain,2019,15355,12
travail humain,2020,15355,7
travail humain,2021,15355,7
trends in cognitive sciences,1942,,0
trends in cognitive sciences,1943,,0
trends in cognitive sciences,1944,,0
trends in cognitive sciences,1945,,0
trends in cognitive sciences,1946,,0
trends in cognitive sciences,1947,,0
trends in cognitive sciences,1948,,0
trends in cognitive sciences,1949,,0
trends in cognitive sciences,1950,,0
trends in cognitive sciences,1951,,0
trends in cognitive sciences,1952,,0
trends in cognitive sciences,1953,,0
trends in cognitive sciences,1954,,0
trends in cognitive sciences,1955,,0
trends in cognitive sciences,1956,,0
trends in cognitive sciences,1957,,0
trends in cognitive sciences,1958,,0
trends in cognitive sciences,1959,,0
trends in cognitive sciences,1960,,0
trends in cognitive sciences,1961,,0
trends in cognitive sciences,1962,,0
trends in cognitive sciences,1963,,0
trends in cognitive sciences,1964,,0
trends in cognitive sciences,1965,,0
trends in cognitive sciences,1966,,0
trends in cognitive sciences,1967,,0
trends in cognitive sciences,1968,,0
trends in cognitive sciences,1969,,0
trends in cognitive sciences,1970,,0
trends in cognitive sciences,1971,,0
trends in cognitive sciences,1972,,0
trends in cognitive sciences,1973,,0
trends in cognitive sciences,1974,,0
trends in cognitive sciences,1975,,0
trends in cognitive sciences,1976,,0
trends in cognitive sciences,1977,,0
trends in cognitive sciences,1978,,0
trends in cognitive sciences,1979,,0
trends in cognitive sciences,1980,,0
trends in cognitive sciences,1981,,0
trends in cognitive sciences,1982,,0
trends in cognitive sciences,1983,,0
trends in cognitive sciences,1984,,0
trends in cognitive sciences,1985,,0
trends in cognitive sciences,1986,,0
trends in cognitive sciences,1987,,0
trends in cognitive sciences,1988,,0
trends in cognitive sciences,1989,,0
trends in cognitive sciences,1990,,0
trends in cognitive sciences,1991,,0
trends in cognitive sciences,1992,,0
trends in cognitive sciences,1993,,0
trends in cognitive sciences,1994,,0
trends in cognitive sciences,1995,,0
trends in cognitive sciences,1996,,0
trends in cognitive sciences,1997,15359,60
trends in cognitive sciences,1998,15359,78
trends in cognitive sciences,1999,15359,85
trends in cognitive sciences,2000,15359,97
trends in cognitive sciences,2001,15359,161
trends in cognitive sciences,2002,15359,158
trends in cognitive sciences,2003,15359,127
trends in cognitive sciences,2004,15359,107
trends in cognitive sciences,2005,15359,113
trends in cognitive sciences,2006,15359,103
trends in cognitive sciences,2007,15359,93
trends in cognitive sciences,2008,15359,90
trends in cognitive sciences,2009,15359,92
trends in cognitive sciences,2010,15359,95
trends in cognitive sciences,2011,15359,87
trends in cognitive sciences,2012,15359,138
trends in cognitive sciences,2013,15359,111
trends in cognitive sciences,2014,15359,114
trends in cognitive sciences,2015,15359,123
trends in cognitive sciences,2016,15359,120
trends in cognitive sciences,2017,15359,109
trends in cognitive sciences,2018,15359,124
trends in cognitive sciences,2019,15359,119
trends in cognitive sciences,2020,15359,122
trends in cognitive sciences,2021,15359,139
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1942,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1943,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1944,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1945,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1946,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1947,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1948,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1949,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1950,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1951,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1952,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1953,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1954,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1955,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1956,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1957,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1958,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1959,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1960,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1961,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1962,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1963,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1964,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1965,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1966,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1967,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1968,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1969,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1970,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1971,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1972,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1973,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1974,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1975,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1976,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1977,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1978,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1979,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1980,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1981,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1982,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1983,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1984,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1985,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1986,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1987,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1988,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1989,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1990,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1991,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1992,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1993,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1994,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1995,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1996,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1997,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1998,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,1999,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,2000,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,2001,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,2002,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,2003,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,2004,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,2005,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,2006,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,2007,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,2008,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,2009,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,2010,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,2011,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,2012,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,2013,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,2014,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,2015,21100442738,15
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,2016,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,2017,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,2018,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,2019,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,2020,,0
understanding facial expressions in communication: cross-cultural and multidisciplinary perspectives,2021,,0
understanding people in context: the ecological perspective in counseling,1942,,0
understanding people in context: the ecological perspective in counseling,1943,,0
understanding people in context: the ecological perspective in counseling,1944,,0
understanding people in context: the ecological perspective in counseling,1945,,0
understanding people in context: the ecological perspective in counseling,1946,,0
understanding people in context: the ecological perspective in counseling,1947,,0
understanding people in context: the ecological perspective in counseling,1948,,0
understanding people in context: the ecological perspective in counseling,1949,,0
understanding people in context: the ecological perspective in counseling,1950,,0
understanding people in context: the ecological perspective in counseling,1951,,0
understanding people in context: the ecological perspective in counseling,1952,,0
understanding people in context: the ecological perspective in counseling,1953,,0
understanding people in context: the ecological perspective in counseling,1954,,0
understanding people in context: the ecological perspective in counseling,1955,,0
understanding people in context: the ecological perspective in counseling,1956,,0
understanding people in context: the ecological perspective in counseling,1957,,0
understanding people in context: the ecological perspective in counseling,1958,,0
understanding people in context: the ecological perspective in counseling,1959,,0
understanding people in context: the ecological perspective in counseling,1960,,0
understanding people in context: the ecological perspective in counseling,1961,,0
understanding people in context: the ecological perspective in counseling,1962,,0
understanding people in context: the ecological perspective in counseling,1963,,0
understanding people in context: the ecological perspective in counseling,1964,,0
understanding people in context: the ecological perspective in counseling,1965,,0
understanding people in context: the ecological perspective in counseling,1966,,0
understanding people in context: the ecological perspective in counseling,1967,,0
understanding people in context: the ecological perspective in counseling,1968,,0
understanding people in context: the ecological perspective in counseling,1969,,0
understanding people in context: the ecological perspective in counseling,1970,,0
understanding people in context: the ecological perspective in counseling,1971,,0
understanding people in context: the ecological perspective in counseling,1972,,0
understanding people in context: the ecological perspective in counseling,1973,,0
understanding people in context: the ecological perspective in counseling,1974,,0
understanding people in context: the ecological perspective in counseling,1975,,0
understanding people in context: the ecological perspective in counseling,1976,,0
understanding people in context: the ecological perspective in counseling,1977,,0
understanding people in context: the ecological perspective in counseling,1978,,0
understanding people in context: the ecological perspective in counseling,1979,,0
understanding people in context: the ecological perspective in counseling,1980,,0
understanding people in context: the ecological perspective in counseling,1981,,0
understanding people in context: the ecological perspective in counseling,1982,,0
understanding people in context: the ecological perspective in counseling,1983,,0
understanding people in context: the ecological perspective in counseling,1984,,0
understanding people in context: the ecological perspective in counseling,1985,,0
understanding people in context: the ecological perspective in counseling,1986,,0
understanding people in context: the ecological perspective in counseling,1987,,0
understanding people in context: the ecological perspective in counseling,1988,,0
understanding people in context: the ecological perspective in counseling,1989,,0
understanding people in context: the ecological perspective in counseling,1990,,0
understanding people in context: the ecological perspective in counseling,1991,,0
understanding people in context: the ecological perspective in counseling,1992,,0
understanding people in context: the ecological perspective in counseling,1993,,0
understanding people in context: the ecological perspective in counseling,1994,,0
understanding people in context: the ecological perspective in counseling,1995,,0
understanding people in context: the ecological perspective in counseling,1996,,0
understanding people in context: the ecological perspective in counseling,1997,,0
understanding people in context: the ecological perspective in counseling,1998,,0
understanding people in context: the ecological perspective in counseling,1999,,0
understanding people in context: the ecological perspective in counseling,2000,,0
understanding people in context: the ecological perspective in counseling,2001,,0
understanding people in context: the ecological perspective in counseling,2002,,0
understanding people in context: the ecological perspective in counseling,2003,,0
understanding people in context: the ecological perspective in counseling,2004,,0
understanding people in context: the ecological perspective in counseling,2005,,0
understanding people in context: the ecological perspective in counseling,2006,,0
understanding people in context: the ecological perspective in counseling,2007,,0
understanding people in context: the ecological perspective in counseling,2008,,0
understanding people in context: the ecological perspective in counseling,2009,,0
understanding people in context: the ecological perspective in counseling,2010,,0
understanding people in context: the ecological perspective in counseling,2011,,0
understanding people in context: the ecological perspective in counseling,2012,,0
understanding people in context: the ecological perspective in counseling,2013,,0
understanding people in context: the ecological perspective in counseling,2014,,0
understanding people in context: the ecological perspective in counseling,2015,21100467316,14
understanding people in context: the ecological perspective in counseling,2016,,0
understanding people in context: the ecological perspective in counseling,2017,,0
understanding people in context: the ecological perspective in counseling,2018,,0
understanding people in context: the ecological perspective in counseling,2019,,0
understanding people in context: the ecological perspective in counseling,2020,,0
understanding people in context: the ecological perspective in counseling,2021,,0
"virtual reality: technologies, medical applications and challenges",1942,,0
"virtual reality: technologies, medical applications and challenges",1943,,0
"virtual reality: technologies, medical applications and challenges",1944,,0
"virtual reality: technologies, medical applications and challenges",1945,,0
"virtual reality: technologies, medical applications and challenges",1946,,0
"virtual reality: technologies, medical applications and challenges",1947,,0
"virtual reality: technologies, medical applications and challenges",1948,,0
"virtual reality: technologies, medical applications and challenges",1949,,0
"virtual reality: technologies, medical applications and challenges",1950,,0
"virtual reality: technologies, medical applications and challenges",1951,,0
"virtual reality: technologies, medical applications and challenges",1952,,0
"virtual reality: technologies, medical applications and challenges",1953,,0
"virtual reality: technologies, medical applications and challenges",1954,,0
"virtual reality: technologies, medical applications and challenges",1955,,0
"virtual reality: technologies, medical applications and challenges",1956,,0
"virtual reality: technologies, medical applications and challenges",1957,,0
"virtual reality: technologies, medical applications and challenges",1958,,0
"virtual reality: technologies, medical applications and challenges",1959,,0
"virtual reality: technologies, medical applications and challenges",1960,,0
"virtual reality: technologies, medical applications and challenges",1961,,0
"virtual reality: technologies, medical applications and challenges",1962,,0
"virtual reality: technologies, medical applications and challenges",1963,,0
"virtual reality: technologies, medical applications and challenges",1964,,0
"virtual reality: technologies, medical applications and challenges",1965,,0
"virtual reality: technologies, medical applications and challenges",1966,,0
"virtual reality: technologies, medical applications and challenges",1967,,0
"virtual reality: technologies, medical applications and challenges",1968,,0
"virtual reality: technologies, medical applications and challenges",1969,,0
"virtual reality: technologies, medical applications and challenges",1970,,0
"virtual reality: technologies, medical applications and challenges",1971,,0
"virtual reality: technologies, medical applications and challenges",1972,,0
"virtual reality: technologies, medical applications and challenges",1973,,0
"virtual reality: technologies, medical applications and challenges",1974,,0
"virtual reality: technologies, medical applications and challenges",1975,,0
"virtual reality: technologies, medical applications and challenges",1976,,0
"virtual reality: technologies, medical applications and challenges",1977,,0
"virtual reality: technologies, medical applications and challenges",1978,,0
"virtual reality: technologies, medical applications and challenges",1979,,0
"virtual reality: technologies, medical applications and challenges",1980,,0
"virtual reality: technologies, medical applications and challenges",1981,,0
"virtual reality: technologies, medical applications and challenges",1982,,0
"virtual reality: technologies, medical applications and challenges",1983,,0
"virtual reality: technologies, medical applications and challenges",1984,,0
"virtual reality: technologies, medical applications and challenges",1985,,0
"virtual reality: technologies, medical applications and challenges",1986,,0
"virtual reality: technologies, medical applications and challenges",1987,,0
"virtual reality: technologies, medical applications and challenges",1988,,0
"virtual reality: technologies, medical applications and challenges",1989,,0
"virtual reality: technologies, medical applications and challenges",1990,,0
"virtual reality: technologies, medical applications and challenges",1991,,0
"virtual reality: technologies, medical applications and challenges",1992,,0
"virtual reality: technologies, medical applications and challenges",1993,,0
"virtual reality: technologies, medical applications and challenges",1994,,0
"virtual reality: technologies, medical applications and challenges",1995,,0
"virtual reality: technologies, medical applications and challenges",1996,,0
"virtual reality: technologies, medical applications and challenges",1997,,0
"virtual reality: technologies, medical applications and challenges",1998,,0
"virtual reality: technologies, medical applications and challenges",1999,,0
"virtual reality: technologies, medical applications and challenges",2000,,0
"virtual reality: technologies, medical applications and challenges",2001,,0
"virtual reality: technologies, medical applications and challenges",2002,,0
"virtual reality: technologies, medical applications and challenges",2003,,0
"virtual reality: technologies, medical applications and challenges",2004,,0
"virtual reality: technologies, medical applications and challenges",2005,,0
"virtual reality: technologies, medical applications and challenges",2006,,0
"virtual reality: technologies, medical applications and challenges",2007,,0
"virtual reality: technologies, medical applications and challenges",2008,,0
"virtual reality: technologies, medical applications and challenges",2009,,0
"virtual reality: technologies, medical applications and challenges",2010,,0
"virtual reality: technologies, medical applications and challenges",2011,,0
"virtual reality: technologies, medical applications and challenges",2012,,0
"virtual reality: technologies, medical applications and challenges",2013,,0
"virtual reality: technologies, medical applications and challenges",2014,21100446057,15
"virtual reality: technologies, medical applications and challenges",2015,,0
"virtual reality: technologies, medical applications and challenges",2016,,0
"virtual reality: technologies, medical applications and challenges",2017,,0
"virtual reality: technologies, medical applications and challenges",2018,,0
"virtual reality: technologies, medical applications and challenges",2019,,0
"virtual reality: technologies, medical applications and challenges",2020,,0
"virtual reality: technologies, medical applications and challenges",2021,,0
visual cognition,1942,,0
visual cognition,1943,,0
visual cognition,1944,,0
visual cognition,1945,,0
visual cognition,1946,,0
visual cognition,1947,,0
visual cognition,1948,,0
visual cognition,1949,,0
visual cognition,1950,,0
visual cognition,1951,,0
visual cognition,1952,,0
visual cognition,1953,,0
visual cognition,1954,,0
visual cognition,1955,,0
visual cognition,1956,,0
visual cognition,1957,,0
visual cognition,1958,,0
visual cognition,1959,,0
visual cognition,1960,,0
visual cognition,1961,,0
visual cognition,1962,,0
visual cognition,1963,,0
visual cognition,1964,,0
visual cognition,1965,,0
visual cognition,1966,,0
visual cognition,1967,,0
visual cognition,1968,,0
visual cognition,1969,,0
visual cognition,1970,,0
visual cognition,1971,,0
visual cognition,1972,,0
visual cognition,1973,,0
visual cognition,1974,,0
visual cognition,1975,,0
visual cognition,1976,,0
visual cognition,1977,,0
visual cognition,1978,,0
visual cognition,1979,,0
visual cognition,1980,,0
visual cognition,1981,,0
visual cognition,1982,,0
visual cognition,1983,,0
visual cognition,1984,,0
visual cognition,1985,,0
visual cognition,1986,,0
visual cognition,1987,,0
visual cognition,1988,,0
visual cognition,1989,,0
visual cognition,1990,,0
visual cognition,1991,,0
visual cognition,1992,,0
visual cognition,1993,,0
visual cognition,1994,15407,18
visual cognition,1995,15407,22
visual cognition,1996,15407,13
visual cognition,1997,15407,17
visual cognition,1998,15407,17
visual cognition,1999,15407,26
visual cognition,2000,15407,38
visual cognition,2001,15407,40
visual cognition,2002,15407,44
visual cognition,2003,15407,44
visual cognition,2004,15407,42
visual cognition,2005,15407,74
visual cognition,2006,15407,88
visual cognition,2007,15407,60
visual cognition,2008,15407,84
visual cognition,2009,15407,64
visual cognition,2010,15407,68
visual cognition,2011,15407,66
visual cognition,2012,15407,69
visual cognition,2013,15407,73
visual cognition,2014,15407,62
visual cognition,2015,15407,80
visual cognition,2016,15407,36
visual cognition,2017,15407,70
visual cognition,2018,15407,59
visual cognition,2019,15407,57
visual cognition,2020,15407,46
visual cognition,2021,15407,78
volta review,1942,,0
volta review,1943,,0
volta review,1944,,0
volta review,1945,,0
volta review,1946,,0
volta review,1947,,0
volta review,1948,,0
volta review,1949,,0
volta review,1950,,0
volta review,1951,,0
volta review,1952,,0
volta review,1953,,0
volta review,1954,,0
volta review,1955,,0
volta review,1956,,0
volta review,1957,,0
volta review,1958,,0
volta review,1959,,0
volta review,1960,,0
volta review,1961,,0
volta review,1962,,0
volta review,1963,,0
volta review,1964,,0
volta review,1965,,0
volta review,1966,,0
volta review,1967,,0
volta review,1968,,0
volta review,1969,,0
volta review,1970,,0
volta review,1971,,0
volta review,1972,,0
volta review,1973,,0
volta review,1974,,0
volta review,1975,,0
volta review,1976,,0
volta review,1977,,0
volta review,1978,,0
volta review,1979,,0
volta review,1980,,0
volta review,1981,,0
volta review,1982,,0
volta review,1983,,0
volta review,1984,,0
volta review,1985,,0
volta review,1986,,0
volta review,1987,,0
volta review,1988,,0
volta review,1989,,0
volta review,1990,,0
volta review,1991,,0
volta review,1992,,0
volta review,1993,,0
volta review,1994,,0
volta review,1995,,0
volta review,1996,4600151402,24
volta review,1997,4600151402,12
volta review,1998,4600151402,11
volta review,1999,4600151402,30
volta review,2000,4600151402,16
volta review,2001,4600151402,16
volta review,2002,,0
volta review,2003,,0
volta review,2004,4600151402,19
volta review,2005,4600151402,23
volta review,2006,4600151402,20
volta review,2007,4600151402,8
volta review,2008,4600151402,8
volta review,2009,4600151402,10
volta review,2010,4600151402,34
volta review,2011,4600151402,24
volta review,2012,4600151402,25
volta review,2013,4600151402,10
volta review,2014,4600151402,9
volta review,2015,4600151402,6
volta review,2016,,0
volta review,2017,4600151402,5
volta review,2018,4600151402,6
volta review,2019,4600151402,4
volta review,2020,,0
volta review,2021,,0
voprosy psikhologii,1942,,0
voprosy psikhologii,1943,,0
voprosy psikhologii,1944,,0
voprosy psikhologii,1945,,0
voprosy psikhologii,1946,,0
voprosy psikhologii,1947,,0
voprosy psikhologii,1948,,0
voprosy psikhologii,1949,,0
voprosy psikhologii,1950,,0
voprosy psikhologii,1951,,0
voprosy psikhologii,1952,,0
voprosy psikhologii,1953,,0
voprosy psikhologii,1954,,0
voprosy psikhologii,1955,,0
voprosy psikhologii,1956,,0
voprosy psikhologii,1957,,0
voprosy psikhologii,1958,,0
voprosy psikhologii,1959,,0
voprosy psikhologii,1960,89489,1
voprosy psikhologii,1961,89489,1
voprosy psikhologii,1962,89489,6
voprosy psikhologii,1963,,0
voprosy psikhologii,1964,,0
voprosy psikhologii,1965,,0
voprosy psikhologii,1966,,0
voprosy psikhologii,1967,,0
voprosy psikhologii,1968,,0
voprosy psikhologii,1969,,0
voprosy psikhologii,1970,,0
voprosy psikhologii,1971,,0
voprosy psikhologii,1972,,0
voprosy psikhologii,1973,89489,53
voprosy psikhologii,1974,89489,144
voprosy psikhologii,1975,89489,33
voprosy psikhologii,1976,,0
voprosy psikhologii,1977,,0
voprosy psikhologii,1978,,0
voprosy psikhologii,1979,,0
voprosy psikhologii,1980,,0
voprosy psikhologii,1981,,0
voprosy psikhologii,1982,,0
voprosy psikhologii,1983,,0
voprosy psikhologii,1984,,0
voprosy psikhologii,1985,,0
voprosy psikhologii,1986,,0
voprosy psikhologii,1987,,0
voprosy psikhologii,1988,,0
voprosy psikhologii,1989,,0
voprosy psikhologii,1990,,0
voprosy psikhologii,1991,,0
voprosy psikhologii,1992,,0
voprosy psikhologii,1993,,0
voprosy psikhologii,1994,,0
voprosy psikhologii,1995,,0
voprosy psikhologii,1996,89489,20
voprosy psikhologii,1997,89489,99
voprosy psikhologii,1998,89489,77
voprosy psikhologii,1999,89489,35
voprosy psikhologii,2000,89489,54
voprosy psikhologii,2001,89489,40
voprosy psikhologii,2002,89489,76
voprosy psikhologii,2003,89489,81
voprosy psikhologii,2004,89489,81
voprosy psikhologii,2005,89489,77
voprosy psikhologii,2006,89489,105
voprosy psikhologii,2007,89489,93
voprosy psikhologii,2008,89489,102
voprosy psikhologii,2009,89489,103
voprosy psikhologii,2010,89489,95
voprosy psikhologii,2011,89489,86
voprosy psikhologii,2012,89489,101
voprosy psikhologii,2013,89489,84
voprosy psikhologii,2014,89489,70
voprosy psikhologii,2015,89489,105
voprosy psikhologii,2016,89489,83
voprosy psikhologii,2017,89489,80
voprosy psikhologii,2018,89489,71
voprosy psikhologii,2019,89489,80
voprosy psikhologii,2020,89489,79
voprosy psikhologii,2021,89489,14
wiley interdisciplinary reviews: cognitive science,1942,,0
wiley interdisciplinary reviews: cognitive science,1943,,0
wiley interdisciplinary reviews: cognitive science,1944,,0
wiley interdisciplinary reviews: cognitive science,1945,,0
wiley interdisciplinary reviews: cognitive science,1946,,0
wiley interdisciplinary reviews: cognitive science,1947,,0
wiley interdisciplinary reviews: cognitive science,1948,,0
wiley interdisciplinary reviews: cognitive science,1949,,0
wiley interdisciplinary reviews: cognitive science,1950,,0
wiley interdisciplinary reviews: cognitive science,1951,,0
wiley interdisciplinary reviews: cognitive science,1952,,0
wiley interdisciplinary reviews: cognitive science,1953,,0
wiley interdisciplinary reviews: cognitive science,1954,,0
wiley interdisciplinary reviews: cognitive science,1955,,0
wiley interdisciplinary reviews: cognitive science,1956,,0
wiley interdisciplinary reviews: cognitive science,1957,,0
wiley interdisciplinary reviews: cognitive science,1958,,0
wiley interdisciplinary reviews: cognitive science,1959,,0
wiley interdisciplinary reviews: cognitive science,1960,,0
wiley interdisciplinary reviews: cognitive science,1961,,0
wiley interdisciplinary reviews: cognitive science,1962,,0
wiley interdisciplinary reviews: cognitive science,1963,,0
wiley interdisciplinary reviews: cognitive science,1964,,0
wiley interdisciplinary reviews: cognitive science,1965,,0
wiley interdisciplinary reviews: cognitive science,1966,,0
wiley interdisciplinary reviews: cognitive science,1967,,0
wiley interdisciplinary reviews: cognitive science,1968,,0
wiley interdisciplinary reviews: cognitive science,1969,,0
wiley interdisciplinary reviews: cognitive science,1970,,0
wiley interdisciplinary reviews: cognitive science,1971,,0
wiley interdisciplinary reviews: cognitive science,1972,,0
wiley interdisciplinary reviews: cognitive science,1973,,0
wiley interdisciplinary reviews: cognitive science,1974,,0
wiley interdisciplinary reviews: cognitive science,1975,,0
wiley interdisciplinary reviews: cognitive science,1976,,0
wiley interdisciplinary reviews: cognitive science,1977,,0
wiley interdisciplinary reviews: cognitive science,1978,,0
wiley interdisciplinary reviews: cognitive science,1979,,0
wiley interdisciplinary reviews: cognitive science,1980,,0
wiley interdisciplinary reviews: cognitive science,1981,,0
wiley interdisciplinary reviews: cognitive science,1982,,0
wiley interdisciplinary reviews: cognitive science,1983,,0
wiley interdisciplinary reviews: cognitive science,1984,,0
wiley interdisciplinary reviews: cognitive science,1985,,0
wiley interdisciplinary reviews: cognitive science,1986,,0
wiley interdisciplinary reviews: cognitive science,1987,,0
wiley interdisciplinary reviews: cognitive science,1988,,0
wiley interdisciplinary reviews: cognitive science,1989,,0
wiley interdisciplinary reviews: cognitive science,1990,,0
wiley interdisciplinary reviews: cognitive science,1991,,0
wiley interdisciplinary reviews: cognitive science,1992,,0
wiley interdisciplinary reviews: cognitive science,1993,,0
wiley interdisciplinary reviews: cognitive science,1994,,0
wiley interdisciplinary reviews: cognitive science,1995,,0
wiley interdisciplinary reviews: cognitive science,1996,,0
wiley interdisciplinary reviews: cognitive science,1997,,0
wiley interdisciplinary reviews: cognitive science,1998,,0
wiley interdisciplinary reviews: cognitive science,1999,,0
wiley interdisciplinary reviews: cognitive science,2000,,0
wiley interdisciplinary reviews: cognitive science,2001,,0
wiley interdisciplinary reviews: cognitive science,2002,,0
wiley interdisciplinary reviews: cognitive science,2003,,0
wiley interdisciplinary reviews: cognitive science,2004,,0
wiley interdisciplinary reviews: cognitive science,2005,,0
wiley interdisciplinary reviews: cognitive science,2006,,0
wiley interdisciplinary reviews: cognitive science,2007,,0
wiley interdisciplinary reviews: cognitive science,2008,,0
wiley interdisciplinary reviews: cognitive science,2009,,0
wiley interdisciplinary reviews: cognitive science,2010,19900191715,87
wiley interdisciplinary reviews: cognitive science,2011,19900191715,62
wiley interdisciplinary reviews: cognitive science,2012,19900191715,51
wiley interdisciplinary reviews: cognitive science,2013,19900191715,53
wiley interdisciplinary reviews: cognitive science,2014,19900191715,52
wiley interdisciplinary reviews: cognitive science,2015,19900191715,37
wiley interdisciplinary reviews: cognitive science,2016,19900191715,19
